id;level_0;level_1;level_2;level_3;level_4;bezug;motiv_zielbildung;informationsaufnahme;informationsintegration;aktionsauswahl;aktionsausführung;effektkontrolle;utterance;utterance_english;tp;absatz;need_type;recipe_no;step_no;step_component_no;recipe_id;step_component_text;step_text;task_level_0;task_level_1;seq;norm_seq;next_norm_seq;previous_need;penultimate_need
lassen, bis der Reis gar ist.";Reisgemisch gar kochen;Reis garen;10;0,263157895;0,28947368;Preparation;User Command
2510;Cooking technique;Cooking technique - Ingredient;;;;aktivitaet;fertig;fertig;fertig;fertig;in;offen;Wie mach ich Spitzenlangkornreis .;How do I make top long grain rice .;7;34;competence;1;1,3;0;52;;"Den Reis waschen und abtropfen lassen. Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";;Reis vorbereiten,Reis garen;11;0,289473684;0,31578947;Time;Preparation
238;Time;Cooking Time;;;;plan;fertig;fertig;fertig;in;offen;offen;Also wie lange muss ich Spitzenlangkornreis kochen .;So how long do I have to cook top long grain rice .;7;36;fact;1;3;4;52;Reisgemisch ca. 15 Minuten köcheln lassen bis Reis gar ist;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Reisgemisch gar kochen;Reis garen;12;0,315789474;0,34210526;Cooking technique;Time
105;Time;Cooking Time Reassurance;Cooking Time - Reassurance explicit;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;15 bis 16 ?;15 to 16 ?;7;38;fact;1;3;4;52;Reisgemisch ca. 15 Minuten köcheln lassen bis Reis gar ist;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Reisgemisch gar kochen;Reis garen;13;0,342105263;0,36842105;Time;Cooking technique
2704;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Äh Such doch mal nach karamellisierten Tomaten .;Uh, look up caramelized tomatoes.;7;40;fact;0;0;0;0;;;;;14;0,368421053;0,39473684;Time;Time
2785;Recipe;Recipe Retrieval;Request for Recipe Search Success;;;plan;fertig;fertig;in;offen;offen;offen;Gibt es sowas ?;Is there such a thing ?;7;42;fact;0;0;0;0;;;;;15;0,394736842;0,42105263;Recipe;Time
1281;Ingredient;Ingredient Type;;;;plan;fertig;fertig;in;offen;offen;offen;Mit was für einem Zucker muss ich das machen ? PUderzucker oder mit;What kind of sugar should I use ? Powdered sugar or with;7;44;fact;0;0;0;0;;;;;16;0,421052632;0,44736842;Recipe;Recipe
72;Knowledge;Knowledge Ingredient;;;;plan;in;offen;offen;offen;offen;offen;Was kann man machen um Tränen zu vermeiden beim Zwiebeln schälen ?;What can I do to avoid tears when peeling onions ?;7;46;fact;1;2;1;52;Die Zwiebel in feine Ringe schneiden;"Die Zwiebel in feine Ringe schneiden und den Knoblauch pressen. 
Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen 
schneiden und ebenfalls ca. fünf Minuten dünsten. ";Zwiebel schneiden;Gemüse dünsten;17;0,447368421;0,47368421;Ingredient;Recipe
1127;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;plan;fertig;in;offen;offen;offen;offen;Hä waren da überhaupt Zwiebeln in dem Rezept was du vorher vorgelesen hast ?;What onions were there in the recipe you read before?;7;50;fact;1;2;1;52;Die Zwiebel in feine Ringe schneiden;"Die Zwiebel in feine Ringe schneiden und den Knoblauch pressen. 
Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen 
schneiden und ebenfalls ca. fünf Minuten dünsten. ";Zwiebel schneiden;Gemüse dünsten;18;0,473684211;0,5;Knowledge;Ingredient
1128;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;plan;fertig;in;offen;offen;offen;offen;Und da waren Zwiebeln drin oder ? Oder habe ich das nur;And there were onions in it or ? Or have I only read that;7;52;fact;1;2;1;52;Die Zwiebel in feine Ringe schneiden;"Die Zwiebel in feine Ringe schneiden und den Knoblauch pressen. 
Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen 
schneiden und ebenfalls ca. fünf Minuten dünsten. ";Zwiebel schneiden;Gemüse dünsten;19;0,5;0,52631579;Ingredient;Knowledge
1190;Ingredient;Ingredients in Recipe;Reassurance explicit;;;plan;fertig;in;offen;offen;offen;offen;Und da waren Zwiebeln drin oder ? Oder habe ich das nur;And there were onions in it, weren't there ? Or did I just;7;52;fact;1;2;1;52;Die Zwiebel in feine Ringe schneiden;"Die Zwiebel in feine Ringe schneiden und den Knoblauch pressen. 
Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen 
schneiden und ebenfalls ca. fünf Minuten dünsten. ";Zwiebel schneiden;Gemüse dünsten;20;0,526315789;0,55263158;Ingredient;Ingredient
2612;Recipe;Recipe Summary;;;;plan;fertig;in;offen;offen;offen;offen;Kannst du mir nochmal das Rezept sagen mit diesen Kidneybohnen ?;Can you tell me the recipe again with these kidney beans?;7;54;fact;1;0;0;52;;;;;21;0,552631579;0,57894737;Ingredient;Ingredient
1613;Preparation;Preparation Steps;All preparation steps;;;plan;fertig;in;offen;offen;offen;offen;Also einfach alles nochmal .;Just do it all over again.;7;56;competence;1;1,2,3,4,5;0;52;;"Den Reis waschen und abtropfen lassen.

Die Zwiebeln in feine Ringe schneiden und den Knoblauch pressen. Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen schneiden und ebenfalls ca. fünf Minuten dünsten. Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln lassen, bis der Reis gar ist.

Die Kidneybphnen dazu geben, untermengen und nochmals alles erhitzen. Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie garnieren.";;Reis vorbereiten,Gemüse dünsten,Reis garen,Reistopf finalisieren,Reistopf servieren;22;0,578947368;0,60526316;Recipe;Ingredient
2613;Recipe;Recipe Summary;;;;plan;fertig;in;offen;offen;offen;offen;Also einfach alles nochmal .;So just do it all over again.;7;56;fact;1;1,2,3,4,5;0;52;;"Den Reis waschen und abtropfen lassen.

Die Zwiebeln in feine Ringe schneiden und den Knoblauch pressen. Anschließend in Olivenöl andünsten. Die Paprika in kleine Würfelchen schneiden und ebenfalls ca. fünf Minuten dünsten. Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln lassen, bis der Reis gar ist.

Die Kidneybphnen dazu geben, untermengen und nochmals alles erhitzen. Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie garnieren.";;Reis vorbereiten,Gemüse dünsten,Reis garen,Reistopf finalisieren,Reistopf servieren;23;0,605263158;0,63157895;Preparation;Recipe
1404;Ingredient;Ingredient addition point in time;Ingredient addition point in time - explicit;;;plan;fertig;in;offen;offen;offen;offen;Kannst du nochmal sagen WANN ich die Tomaten reingeben muss ?;Can you tell me WHEN to put the tomatoes in?;7;58;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;24;0,631578947;0,65789474;Recipe;Preparation
1693;Preparation;Preparation Steps;Next Preparation Step;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Ok;Ok;7;60;competence;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;25;0,657894737;0,68421053;Ingredient;Recipe
508;Amount;Amount of Ingredients;;;;plan;fertig;in;offen;offen;offen;offen;Waren die Mengenangaben für die Brühe ?;Were the quantities for the broth?;7;62;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;26;0,684210526;0,71052632;Preparation;Ingredient
509;Amount;Amount of Ingredients;;;;plan;fertig;in;offen;offen;offen;offen;Die Mengenangabe für die Brühe ?;The amount of broth?;7;64;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;27;0,710526316;0,73684211;Amount;Preparation
840;Amount;Amount of Ingredients;Amount of Ingredient Reassurance implicit;;;plan;fertig;in;offen;offen;offen;offen;SECHS Tassen .;SIX cups.;7;66;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;28;0,736842105;0,76315789;Amount;Amount
2597;Recipe;Request for Ratings;Amount Star Ratings;;;plan;in;offen;offen;offen;offen;offen;Was ist eigentlich die Bewertung von dem Rezept ?;What is the rating of the recipe ?;7;68;fact;1;0;0;52;;;;;29;0,763157895;0,78947368;Amount;Amount
31;Equipment;Equipment Problem;;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Die Pfanne ist zu klein;The pan is too small;7;76;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;30;0,789473684;0,81578947;Recipe;Amount
34;Equipment;Equipment Management;;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Die Pfanne ist zu klein;The pan is too small;7;76;fact;1;3;2;52;;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;31;0,815789474;0,84210526;Equipment;Recipe
32;Equipment;Equipment Problem;;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Die Pfanne ist zu klein .;The pan is too small.;7;78;fact;1;3;2;52;Mit ca. sechs Tassen Brühe und der Dose Tomaten auffüllen.;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Topf mit Brühe und Tomaten auffüllen;Reis garen;32;0,842105263;0,86842105;Equipment;Equipment
2374;Cooking technique;Cooking technique - Ingredient Addition,Composition;;;;plan;in;offen;offen;offen;offen;offen;Such mal danach ob man Kid- ob man den BOhnensaft mit reintut .;Look for it if you kid- if you put the bean juice in.;7;80;competence;1;4;1;52;Kidneybohnen dazu geben und untermengen;Die Kidneybohnen dazu geben, untermengen und nochmals alles erhitzen. ;Kidneybohnen untermengen;Reistopf finalisieren;33;0,868421053;0,89473684;Equipment;Equipment
1031;Ingredient;Ingredients in Recipe;Spices in Recipe;;;plan;fertig;fertig;in;offen;offen;offen;Was für Gewürze brauch ich ?;What spices do I need?;7;82;fact;1;3,5;(3),(1);52;"Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen

Zum Schluss mit Salz und Pfeffer abschmecken";"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist. 
Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie 
garnieren.";Reisgemisch würzen,Mit Salz und Pfeffer abschmecken;Reis garen,Reistopf servieren;34;0,894736842;0,92105263;Cooking technique;Equipment
510;Amount;Amount of Ingredients;;;;plan;fertig;fertig;in;offen;offen;offen;Stehen da irgendwelche Mengenangaben ?;Are there any quantities?;7;84;fact;1;3,5;(3),(1);52;"Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen

Zum Schluss mit Salz und Pfeffer abschmecken";"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist. 
Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie 
garnieren.";Reisgemisch würzen,Mit Salz und Pfeffer abschmecken;Reis garen,Reistopf servieren;35;0,921052632;0,94736842;Ingredient;Cooking technique
1005;Ingredient;Ingredients in Recipe;Ingredients during process;Remaining Ingredients to process;;plan;fertig;fertig;in;offen;offen;offen;Was noch ? Oregano Chili;What else? Oregano chili.;7;86;fact;1;3;3;52;Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Reisgemisch würzen;Reis garen;36;0,947368421;0,97368421;Amount;Ingredient
1241;Ingredient;Ingredients in Recipe;Reassurance implicit;;;plan;fertig;fertig;in;offen;offen;offen;Ok ? Chili öh und oREgano .;Okay, what else? Chili öh and oREgano .;7;86;fact;1;3;3;52;Mit dem Oregano, dem Paprikagewürz, dem Chilipulver und dem Kreuzkümmel würzen;"Danach den Reis dazugeben und kurz anschwitzen lassen. Mit ca. sechs Tassen Brühe und 
der Dose Tomaten auffüllen. Mit dem Oregano, dem Paprikagewürz, dem 
Chilipulver und dem Kreuzkümmel würzen und ca. 15 Minuten köcheln 
lassen, bis der Reis gar ist.";Reisgemisch würzen;Reis garen;37;0,973684211;1;Ingredient;Amount
1242;Ingredient;Ingredients in Recipe;Reassurance implicit;;;plan;fertig;fertig;in;offen;offen;offen;Salz Pfeffer ?;Salt pepper ?;7;88;fact;1;5;1;52;Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie garnieren.;"Zum Schluss mit Salz und Pfeffer abschmecken und mit glatter Petersilie 
garnieren.";Mit Salz und Pfeffer abschmecken;Reistopf servieren;38;1;1;Ingredient;Ingredient
1320;Ingredient;Ingredient composition;Ingredient composition - explicit;;;plan;in;offen;offen;offen;offen;offen;Aber kannst du überhaupt im Internet schauen ob Ananas und saure Sahne überhaupt zusammenpasst ?;But can you even look on the internet if pineapple and sour cream go together at all ?;8;2;fact;0;0;0;0;;;;;1;0,011235955;0,02247191;;
1913;Preparation;Preparation Steps;Conduct certain preparation step possible yet;;;plan;fertig;fertig;in;offen;offen;offen;Ok solange kann ich das Wasser für Reis vorbereiten oder ?;Ok as long as I can prepare the water for rice or ?;8;4;competence;0;0;0;0;;;;;2;0,02247191;0,03370787;Ingredient;
2772;Recipe;Recipe Retrieval;Alternative Recipe Request;explicit;;plan;fertig;in;offen;offen;offen;offen;Und was gibt es da sonst noch ? Ananas und saure Sahne und was sonst ?;And what else is there ? Pineapple and sour cream and what else ?;8;6;fact;0;0;0;0;;;;;3;0,033707865;0,04494382;Preparation;Ingredient
2705;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;aktivitaet;fertig;fertig;fertig;in;offen;offen;Schau dir Ananas und süß-saure Soße oder ?;Look at pineapple and sweet and sour sauce, right?;8;8;fact;0;0;0;0;;;;;4;0,04494382;0,05617978;Recipe;Preparation
1075;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Ok was brauchen wir dafür ?;Okay, what do we need for that?;8;12;fact;0;0;0;0;;;;;5;0,056179775;0,06741573;Recipe;Recipe
1006;Ingredient;Ingredients in Recipe;Ingredients during process;Remaining Ingredients to process;;plan;fertig;in;offen;offen;offen;offen;Was gibt was brauchen wir noch ?;What else do we need?;8;14;fact;0;0;0;0;;;;;6;0,06741573;0,07865169;Ingredient;Recipe
2581;Recipe;Cookability;;;;plan;fertig;in;offen;offen;offen;offen;Ja ich glaube wir können das schon machen oder ?;Yeah, I think we can do that, can't we?;8;14;fact;1;0;0;53;;;;;7;0,078651685;0,08988764;Ingredient;Ingredient
1057;Ingredient;Ingredients in Recipe;Ingredients in Recipe - implicit;;;plan;fertig;fertig;fertig;fertig;fertig;in;Essig brauchen wir Zucker Salz haben wir;Vinegar we need Sugar Salt we have;8;16;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;8;0,08988764;0,1011236;Recipe;Ingredient
1058;Ingredient;Ingredients in Recipe;Ingredients in Recipe - implicit;;;plan;fertig;fertig;fertig;fertig;fertig;in;Sojasoße haben wir;Soy sauce we have;8;18;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;9;0,101123596;0,11235955;Ingredient;Recipe
1059;Ingredient;Ingredients in Recipe;Ingredients in Recipe - implicit;;;plan;fertig;fertig;fertig;fertig;fertig;in;Öl haben wir;Oil we have;8;20;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;10;0,112359551;0,12359551;Ingredient;Ingredient
2511;Cooking technique;Cooking technique - Ingredient;;;;plan;fertig;fertig;fertig;fertig;in;offen;Ok und was und soll ich hier schauen wie man überhaupt den Reis kocht oder schaust du im Internet ?;Ok and what and should I look here how to cook the rice at all or do you look on the internet ?;8;24;competence;0;0;0;0;;;;;11;0,123595506;0,13483146;Ingredient;Ingredient
2512;Cooking technique;Cooking technique - Ingredient;;;;plan;in;offen;offen;offen;offen;offen;Ok schaust du vielleicht wie hier sind vier Kochbeutel . ob das Wasser überhaupt HEIß werden soll ?;Ok do you look maybe like here are four cooking bags . if the water should be HOT at all ?;8;26;competence;2;1;1;56;In einem geräumigen Topf reichlich Wassser zum Kochen bringen;In einem geräumigen Topf reichlich Wasser zum Kochen bringen und mit Salz würzen;Wasser kochen;Salzwasser kochen;12;0,134831461;0,14606742;Cooking technique;Ingredient
2468;Cooking technique;Cooking technique - Reassurance;Cooking technique - Reassurance implicit;;;plan;in;offen;offen;offen;offen;offen;Für Reis in in in Kochbeutel .;For rice in in in boiling bag .;8;30;competence;0;0;0;0;;;;;13;0,146067416;0,15730337;Cooking technique;Cooking technique
2342;Temperature;Temperature Reassurance;Temperature - Reassurance explicit;;;aktivitaet;fertig;fertig;fertig;fertig;in;offen;Auf niedrigster Stufe ?;On the lowest setting ?;8;32;fact;2;2;2;56;Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Die Kochbeutel in das Wasser geben. Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Kochbeutel köcheln lassen;Reis kochen;14;0,157303371;0,16853933;Cooking technique;Cooking technique
2362;Temperature;Temperature explicit;;;;aktivitaet;fertig;fertig;fertig;fertig;in;offen;Auf niedrigster Stufe ?;On the lowest setting ?;8;32;fact;2;2;2;56;Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Die Kochbeutel in das Wasser geben. Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Kochbeutel köcheln lassen;Reis kochen;15;0,168539326;0,17977528;Temperature;Cooking technique
239;Time;Cooking Time;;;;plan;fertig;fertig;in;offen;offen;offen;Was dauert das ungefähr ?;How long does it take ?;8;36;fact;2;2;2;56;Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Die Kochbeutel in das Wasser geben. Auf kleiner Flamme köcheln lassen. Dauer: nach Packungsanleitung;Kochbeutel köcheln lassen;Reis kochen;16;0,179775281;0,19101124;Temperature;Temperature
896;Amount;Amount of Persons;;;;plan;fertig;fertig;in;offen;offen;offen;Reicht uns ein Kochbeutel ? Ist ein Kochbeutel dann für eine Person oder wie ist das;Is one boiling bag enough for us ? Is one cooking bag then for one person or how is that ?;8;38;fact;2;0;0;56;;;;;17;0,191011236;0,20224719;Time;Temperature
897;Amount;Amount of Persons;;;;plan;fertig;fertig;in;offen;offen;offen;Mhm Ob ein Kochbeutel normalerweise pro Person ist oder wie ist das überhaupt . Wenn wir kochen dann sagen wir für zwei Menschen oder ?;Mhm If one cooking bag is usually per person or how is that anyway. If we cook then we say for two people or?;8;40;fact;2;0;0;56;;;;;18;0,202247191;0,21348315;Amount;Time
841;Amount;Amount of Ingredients;Amount of Ingredient Reassurance implicit;;;plan;fertig;fertig;fertig;fertig;fertig;in;Ok nehmen wir zwei .;Ok let's take two.;8;42;fact;2;0;0;56;;;;;19;0,213483146;0,2247191;Amount;Amount
511;Amount;Amount of Ingredients;;;;plan;fertig;fertig;in;offen;offen;offen;Und kannst du bitte noch schauen wie viele Tomaten wir brauchen ?;And can you please look how many tomatoes we need?;8;46;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;20;0,224719101;0,23595506;Amount;Amount
1129;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;plan;fertig;fertig;in;offen;offen;offen;Ok Käse Käse halt war dann nicht oder ? Käse brauchen wir dann auch nicht;Ok cheese cheese stop was not then or? Cheese we do not need then;8;46;fact;1;0;0;53;;;;;21;0,235955056;0,24719101;Amount;Amount
1191;Ingredient;Ingredients in Recipe;Reassurance explicit;;;plan;fertig;fertig;in;offen;offen;offen;Ok Käse Käse halt war dann nicht oder ? Käse brauchen wir dann auch nicht;Ok cheese cheese stop was not then or ? We don't need cheese either;8;46;fact;1;0;0;53;;;;;22;0,247191011;0,25842697;Ingredient;Amount
767;Amount;Amount of Ingredients;Amount of Ingredient Reassurance explicit;;;plan;fertig;fertig;in;offen;offen;offen;Ja dann nehmen wir vier Tomaten ich glaube das reicht dann . Oder ?;Yes then we take four tomatoes I think that's enough. Is it?;8;48;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;23;0,258426966;0,26966292;Ingredient;Ingredient
512;Amount;Amount of Ingredients;;;;plan;fertig;fertig;in;offen;offen;offen;Du kannst schauen wie viel Wenn wir kleine wenn wir nur Tomaten haben .;You can see how much if we have small if we only have tomatoes.;8;50;fact;1;3;1;53;"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen.";"Dann Essig, Zucker, Salz, Tomatenmark, Sojasoße und Sesamöl in einen 
Topf geben und erhitzen. Die Speisestärke zuerst eine einer Schale mit 
ein wenig Wasser anrühren, bis alle Klümpchen weg sind, dann zu der 
Mischung in den Topf geben. Wenn die Bindung der Soße anzieht, mit 
Ananassaft auffüllen. ";Gewürze erhitzen;Soße anrühren;24;0,269662921;0,28089888;Amount;Ingredient
1130;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;plan;fertig;fertig;in;offen;offen;offen;Da da war kein Zwiebel oder dabei bei dieser Soße . Nein oder ?;There was no onion in this sauce. No, was there?;8;52;fact;1;0;0;53;;;;;25;0,280898876;0,29213483;Amount;Amount
1192;Ingredient;Ingredients in Recipe;Reassurance explicit;;;plan;fertig;fertig;in;offen;offen;offen;Da da war kein Zwiebel oder dabei bei dieser Soße . Nein oder ?;There was no onion in this sauce. No or ?;8;52;fact;1;0;0;53;;;;;26;0,292134831;0,30337079;Ingredient;Amount
