id;level_1;level_2;level_3;level_4;level_5;bezug;motiv_zielbildung;informationsaufnahme;informationsintegration;aktionsauswahl;aktionsausführung;effektkontrolle;utterance;tp;absatz;level_0;recipe_no;step_no;step_component_no;recipe_id;step_component_text;step_text;task_level_0;task_level_1;seq;norm_seq;next_norm_seq;previous_need;penultimate_need
844;Amount;Amount of Ingredients;Amount of Ingredient Reassurance implicit;;;aktivitaet;fertig;in;offen;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250.;11;18;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In einem Topf die roten Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark weich dünsten, bis die Flüssigkeit aufgesaugt ist.;Rote Linsen würzen;Rote Linsen zubereiten;9;0.212765957;0.23404255;Amount;Amount
532;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so?;11;20;fact;1;1;0;1.0;;Vom Spargel die holzigen Enden abschneiden und in mundgerechte Stücke schneiden.;;Spargel vorverarbeiten;10;0.234042553;0.25531915;Amount;Amount
771;Amount;Amount of Ingredients;Amount of Ingredient Reassurance explicit;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so?;11;20;fact;1;1;0;1.0;;Vom Spargel die holzigen Enden abschneiden und in mundgerechte Stücke schneiden.;;Spargel vorverarbeiten;11;0.255319149;0.27659574;Amount;Amount
2278;Preparation;Preparation of Ingredient;;;;plan;fertig;fertig;fertig;in;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen?;11;22;competence;1;2;0;1.0;;In Topf rote Linsen mit Gemüsebrühe Lorbeerblatt Kräuterpfeffer Curry Sojasauce Tomatenmark weich dünsten bis Flüssigkeit aufgesaugt ist;;Rote Linsen zubereiten;12;0.276595745;0.29787234;Amount;Amount
1577;Preparation;Preparation Steps;Read out first step;;;plan;fertig;in;offen;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang?;11;24;competence;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In Topf rote Linsen mit Gemüsebrühe Lorbeerblatt Kräuterpfeffer Curry Sojasauce Tomatenmark weich dünsten bis Flüssigkeit aufgesaugt ist;Rote Linsen würzen;Rote Linsen zubereiten;13;0.29787234;0.31914894;Preparation;Amount
533;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang? Ok. Wie viel Brühe?;11;26;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In Topf rote Linsen mit Gemüsebrühe Lorbeerblatt Kräuterpfeffer Curry Sojasauce Tomatenmark weich dünsten bis Flüssigkeit aufgesaugt ist;Rote Linsen würzen;Rote Linsen zubereiten;14;0.319148936;0.34042553;Preparation;Preparation
1959;Preparation;Preparation Steps;Preparation Step - Explicit Reassurance;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang? Ok. Wie viel Brühe? Also die muss man schälen und schneiden. ne oder nicht schälen.;11;28;competence;1;1;0;1.0;;Vom Spargel die holzigen Enden abschneiden und in mundgerechte Stücke schneiden.;;Spargel vorverarbeiten;15;0.340425532;0.36170213;Amount;Preparation
2279;Preparation;Preparation of Ingredient;;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang? Ok. Wie viel Brühe? Also die muss man schälen und schneiden. ne oder nicht schälen. Also die muss man schälen und schneiden. ne oder nicht schälen.;11;28;competence;1;1;0;1.0;;Vom Spargel die holzigen Enden abschneiden und in mundgerechte Stücke schneiden.;;Spargel vorverarbeiten;16;0.361702128;0.38297872;Preparation;Amount
1960;Preparation;Preparation Steps;Preparation Step - Explicit Reassurance;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang? Ok. Wie viel Brühe? Also die muss man schälen und schneiden. ne oder nicht schälen. Also die muss man schälen und schneiden. ne oder nicht schälen. Ok Und nicht kurz kochen. Weil manchmal muss man sie kurz kochen. Das steht nicht drauf.;11;36;competence;1;4;0;1.0;;In einer beschichteten Pfanne etwas Butter erhitzen, die Spargel dazugeben, mit Kräuterpfeffer und Zucker bestreuen und kurz anbraten lassen.;;Spargel zubereiten;17;0.382978723;0.40425532;Preparation;Preparation
1888;Preparation;Preparation Steps;Point in time of Preparation Step;;;plan;fertig;fertig;in;offen;offen;offen;Dann such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann? Schau mal schau mal rein. Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch? oder nicht. Also die Linsen zuerst mit in einen Topf? Und die Kartoffeln in einen anderen Topf. Oder? Ähm Ja wie viele Linsen steht da? 250. 250. Und 200 Spargel oder so? Und 200 Spargel oder so? Was soll man mit äh nochmal mit Linsen machen? Ganz am Anfang? Ok. Wie viel Brühe? Also die muss man schälen und schneiden. ne oder nicht schälen. Also die muss man schälen und schneiden. ne oder nicht schälen. Ok Und nicht kurz kochen. Weil manchmal muss man sie kurz kochen. Das steht nicht drauf. Danach.;11;38;competence;1;4;0;1.0;;In einer beschichteten Pfanne etwas Butter erhitzen, die Spargel dazugeben, mit Kräuterpfeffer und Zucker bestreuen und kurz anbraten lassen.;;Spargel zubereiten;18;0.404255319;0.42553191;Preparation;Preparation
2147;Preparation;Preparation Steps;Preparation Step - Implicit Reassurance;;;plan;fertig;fertig;in;offen;offen;offen;such mal was man mit äh such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach .;11;38;competence;1;4;0;1.0;;In einer beschichteten Pfanne etwas Butter erhitzen, die Spargel dazugeben, mit Kräuterpfeffer und Zucker bestreuen und kurz anbraten lassen.;;Spargel zubereiten;19;0.425531915;0.44680851;Preparation;Preparation
2280;Preparation;Preparation of Ingredient;;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;such am besten was ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ?;11;40;competence;1;3;0;1.0;;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;;Salzkartoffeln kochen;20;0.446808511;0.46808511;Preparation;Preparation
534;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;ist alles möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ?;11;42;fact;1;3;0;1.0;;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;;Salzkartoffeln kochen;21;0.468085106;0.4893617;Preparation;Preparation
535;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;möglich also was möglich ist so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele;11;44;fact;1;3;0;1.0;;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;;Salzkartoffeln kochen;22;0.489361702;0.5106383;Amount;Preparation
1490;Ingredient;Ingredient - Texture,Appearance;Ingredient Appearance;Ingredient Size;;aktivitaet;fertig;fertig;in;offen;offen;offen;so such mal was man mit Kartoffeln und Kicher- Kartoffeln und rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß;11;44;fact;1;3;0;1.0;;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;;Salzkartoffeln kochen;23;0.510638298;0.53191489;Amount;Amount
2281;Preparation;Preparation of Ingredient;;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;rote Linsen machen kann ? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht .;11;46;competence;1;3;2;1.0;Kartoffeln in kleine Würfel schneiden;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;Kartoffeln würfeln;Salzkartoffeln kochen;24;0.531914894;0.55319149;Ingredient;Amount
1445;Ingredient;Ingredient - Texture,Appearance;Ingredient Appearance;Ingredient Shape;;aktivitaet;fertig;fertig;fertig;in;offen;offen;? Schau mal schau mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden .;11;48;fact;1;3;2;1.0;Kartoffeln in kleine Würfel schneiden;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;Kartoffeln würfeln;Salzkartoffeln kochen;25;0.553191489;0.57446809;Preparation;Ingredient
1519;Ingredient;Ingredient - Texture,Appearance;Reassurance implicit;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;mal rein . Das heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden .;11;48;fact;1;3;2;1.0;Kartoffeln in kleine Würfel schneiden;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;Kartoffeln würfeln;Salzkartoffeln kochen;26;0.574468085;0.59574468;Ingredient;Preparation
2148;Preparation;Preparation Steps;Preparation Step - Implicit Reassurance;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;heißt ich muss wahrscheinlich zuerst Kartoffeln und Linsen kochen ne ? Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden . Kleine Würfel schneiden .;11;48;competence;1;3;2;1.0;Kartoffeln in kleine Würfel schneiden;Die Kartoffeln schälen, in kleine Würfel schneiden und zu Salzkartoffeln kochen.;Kartoffeln würfeln;Salzkartoffeln kochen;27;0.595744681;0.61702128;Ingredient;Ingredient
536;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Also muss man dann zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden . Kleine Würfel schneiden . Also . Wie war es jetzt . 250 Milliliter Gemüsebrühe ?;11;54;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In einem Topf die roten Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark weich dünsten, bis die Flüssigkeit aufgesaugt ist.;Rote Linsen würzen;Rote Linsen zubereiten;28;0.617021277;0.63829787;Preparation;Ingredient
772;Amount;Amount of Ingredients;Amount of Ingredient Reassurance explicit;;;aktivitaet;fertig;fertig;in;offen;offen;offen;zuerst die Kartoffeln anscheinend schälen und kochen und die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden . Kleine Würfel schneiden . Also . Wie war es jetzt . 250 Milliliter Gemüsebrühe ? 250 Milliliter Gemüsebrühe ?;11;54;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In einem Topf die roten Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark weich dünsten, bis die Flüssigkeit aufgesaugt ist.;Rote Linsen würzen;Rote Linsen zubereiten;29;0.638297872;0.65957447;Amount;Preparation
537;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;die Linsen auch ? oder nicht . Also die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden . Kleine Würfel schneiden . Also . Wie war es jetzt . 250 Milliliter Gemüsebrühe ? 250 Milliliter Gemüsebrühe ? Ich hab vergessen . 200- 250. Ne 150.;11;56;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In einem Topf die roten Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark weich dünsten, bis die Flüssigkeit aufgesaugt ist.;Rote Linsen würzen;Rote Linsen zubereiten;30;0.659574468;0.68085106;Amount;Amount
845;Amount;Amount of Ingredients;Amount of Ingredient Reassurance implicit;;;aktivitaet;fertig;fertig;in;offen;offen;offen;die Linsen zuerst mit in einen Topf ? Und die Kartoffeln in einen anderen Topf . Oder ? Ähm Ja wie viele Linsen steht da ? 250. 250. Und 200 Spargel oder so ? Und 200 Spargel oder so ? Was soll man mit äh nochmal mit Linsen machen ? Ganz am Anfang ? Ok . Wie viel Brühe ? Also die muss man schälen und schneiden . ne oder nicht schälen . Also die muss man schälen und schneiden . ne oder nicht schälen . Ok Und nicht kurz kochen . Weil manchmal muss man sie kurz kochen . Das steht nicht drauf . Danach . Danach . Was soll man mit Kartoffeln ? Wie viele Kartoffeln ? wie viele . Steht nicht wie groß . Muss man die schon klein schneiden ? oder nicht . Kleine Würfel schneiden . Kleine Würfel schneiden . Kleine Würfel schneiden . Also . Wie war es jetzt . 250 Milliliter Gemüsebrühe ? 250 Milliliter Gemüsebrühe ? Ich hab vergessen . 200- 250. Ne 150. Ich hab vergessen . 200- 250. Ne 150.;11;56;fact;1;2;1;1.0;Rote Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark mischen;In einem Topf die roten Linsen mit Gemüsebrühe, Lorbeerblatt, Kräuterpfeffer, Curry, Sojasauce und Tomatenmark weich dünsten, bis die Flüssigkeit aufgesaugt ist.;Rote Linsen würzen;Rote Linsen zubereiten;31;0.680851064;0.70212766;Amount;Amount
