utterance;level_0;level_1;level_2;tp;absatz;seq
Wie spät ist es denn?;fact;Time;Plain Time;12;105;31
Ok danke Und danach kommt noch eine Befragung oder?;fact;Miscellaneous;Question regarding experiment;12;107;32
So. Alex. Was kann ich mit diesen Zutaten hier so kochen.;fact;Recipe;Recipe Retrieval;13;2;1
Was ist in dem vegetarischen Auflauf so drin?;fact;Ingredient;Ingredients in Recipe;13;6;2
Mit Zwiebeln? Oder?;fact;Ingredient;Ingredients in Recipe;13;8;3
Mit Zwiebeln? Oder?;fact;Ingredient;Ingredients in Recipe;13;8;4
Was ist mit den äh roten Linsten? Mit Zwiebeln? Oder?;fact;Recipe;Recipe Summary;13;8;5
So. Was brauch ich alles.;fact;Ingredient;Ingredients in Recipe;13;10;6
Dann wie fängt man an?;competence;Preparation;Preparation Steps;13;18;7
Bei wie viel Wasser?;fact;Amount;Amount of Ingredients;13;20;8
Und 25 Gramm Linsen Richtig?;fact;Amount;Amount of Ingredients;13;22;9
Und 25 Gramm Linsen Richtig?;fact;Amount;Amount of Ingredients;13;22;10
Ok. Gut. Die doppelte Menge Wasser.;fact;Amount;Ratio;13;26;11
Ok. Gut. Die doppelte Menge Wasser.;fact;Amount;Ratio;13;26;12
Soll ich die ganz verbrauchen oder;fact;Amount;Amount of Ingredients;13;26;13
Soll ich die ganz verbrauchen oder;fact;Amount;Amount of Ingredients;13;26;14
Wie schneidet man am besten Zwiebeln. In Ringe.;competence;Cooking technique;Cooking technique - Ingredient;13;30;15
Aber davor natürlich abschälen oder?;competence;Cooking technique;Cooking technique - Reassurance;13;36;16
Wie lang sollten die? Linsen rauf?;fact;Time;Cooking Time;13;38;17
Bei wie viel Temperatur?;fact;Temperature;Temperature explicit;13;40;18
Also jetzt runter.;fact;Temperature;Temperature Reassurance;13;46;19
So. Also wie war das mit Zwiebel gleich nochmal? Oben anschneiden?;competence;Cooking technique;Cooking technique - Reassurance;13;48;20
Mhm;competence;Cooking technique;Cooking technique - Next Step;13;50;21
Mhm;competence;Cooking technique;Cooking technique - Next Step;13;52;22
Wie groß sollen die Ringe sein?;fact;Ingredient;Ingredient - Texture,Appearance;13;54;23
Soll man die nochmal verkleinern?;fact;Ingredient;Ingredient - Texture,Appearance;13;54;24
Wie geht es dann weiter?;competence;Preparation;Preparation Steps;13;56;25
Mhm;competence;Preparation;Preparation Steps;13;58;26
Also der nächste Schritt war dann Olivenöl reintun.;competence;Preparation;Preparation Steps;13;60;27
Und die Zwiebeln.;competence;Preparation;Preparation Steps;13;62;28
Wie lange soll es ziehen?;fact;Time;Soaking Time;13;64;29
Wie viel Olivenöl rein? Löffel?;fact;Amount;Amount of Ingredients;13;66;30
Und dann wieder auf die Platte?;competence;Preparation;Preparation Steps;13;68;31
Was kommt danach?;competence;Preparation;Preparation Steps;13;70;32
Achso erst nach dem kochen.;competence;Preparation;Preparation Steps;13;70;33
Was für Gewürze würden sich da dafür eignen.;fact;Ingredient;Ingredients in Recipe;13;72;34
Was für Gewürze würden sich da dafür eignen.;fact;Ingredient;Ingredient composition;13;72;35
Ok hab ich nicht. Alternative?;fact;Ingredient;Ingredient Substitution;13;74;36
So. Soll man die Zwiebeln andünsten Oder Nur ein bisschen einwirken lassen das Ganze.;competence;Preparation;Preparation Steps;13;80;37
Also. Als nächstes GeWÜRze.;fact;Ingredient;Ingredients in Recipe;13;82;38
Also. Als nächstes GeWÜRze.;competence;Preparation;Preparation Steps;13;82;39
Was kommt dann?;competence;Preparation;Preparation Steps;13;92;40
Mhm Wie viel?;fact;Amount;Amount of Ingredients;13;94;41
Halber Esslöffel.;fact;Amount;Amount of Ingredients;13;96;42
Welche Temperatur?;fact;Temperature;Temperature explicit;13;96;43
So. Gibt es noch weitere Schritte;competence;Preparation;Preparation Steps;13;98;44
Ok Wie geht es weiter.;competence;Preparation;Preparation Steps;13;100;45
Sojasoße kommt jetzt noch;competence;Preparation;Preparation Steps;13;102;46
Und dann?;competence;Preparation;Preparation Steps;13;104;47
Mhm;competence;Preparation;Preparation Steps;13;106;48
Wie viel Sojasoße ist;fact;Amount;Amount of Ingredients;13;108;49
So. Das war es jetzt oder?;competence;Preparation;Preparation finished reassurance;13;116;50
Also ich würde jetzt gern ein Rezept machen was möglichst nicht den Ofen braucht weil sonst ähm gehen wir hier ein und ähm was möglichst wenig Hitze produziert. Also wenn du jetzt NICHT dagewesen wärst hätte ich wahrscheinlich irgendwie Quesadillas gemacht das sind so Tortillas mit Käse-Mais-Taschen und halt einen Salat dazu.;fact;Recipe;Recipe Retrieval;14;2;1
Ähm Weiß nicht also die die man ähm Also vermutlich irgendwie das GeMÜse also Paprika Auberginen Zwiebel Bohnen vielleicht noch;fact;Recipe;Recipe Retrieval;14;14;2
Sowas hab ich noch nie gemacht aber das ist wahrscheinlich Ofen.;fact;Equipment;Equipment needed;14;24;3
Ah ich hab eine Idee. Schau mal ob es ähm so ich hab irgendwo mal ein Rezept gesehen mit so wo man so Auberginenrollen hatte Ich glaub die hatten da irgendwie Frischkäse und Lachs dazu drin Aber das könnte man bestimmt auch mit Crème fraîche machen.;fact;Recipe;Recipe Retrieval;14;26;4
Darfst du mir ein Bild zeigen?;fact;Miscellaneous;Picture Request;14;28;5
Ok. Kannst du es beschreiben?;fact;Miscellaneous;Picture Request;14;30;6
Gut. Ja ähm Ist das eher so eine Vorspeiseportion oder eher so eine Hauptgerichtportion.;fact;Meal;Meal Type;14;34;7
Ähm Kannst du mir mal die Zutatenliste vorlesen?;fact;Ingredient;Ingredients in Recipe;14;36;8
Also dass ich weiß wie viel es ist?;fact;Amount;Amount of Ingredients;14;38;9
Genau. Ähm Kannst mir die Zutaten nochmal langsam raus- äh vor- vorlesen dass ich die dann quasi immer holen kann wenn du sie hast?;fact;Ingredient;Ingredients in Recipe;14;46;10
Ja;fact;Ingredient;Ingredients in Recipe;14;48;11
Mhm;fact;Ingredient;Ingredients in Recipe;14;50;12
Ja;fact;Ingredient;Ingredients in Recipe;14;56;13
Ok Thymian? Ja;fact;Ingredient;Ingredients in Recipe;14;60;14
Mhm;fact;Ingredient;Ingredients in Recipe;14;62;15
Ok;fact;Ingredient;Ingredients in Recipe;14;64;16
Ähm Ok;fact;Ingredient;Ingredients in Recipe;14;66;17
Ja;fact;Ingredient;Ingredients in Recipe;14;68;18
Ja perfekt;fact;Ingredient;Ingredients in Recipe;14;70;19
Ok. Cool. Ähm Kannst du mir sagen was ich als nächstes oder als erstes machen soll?;competence;Preparation;Preparation Steps;14;76;20
Ok. Ähm Jetzt putzen?;competence;Preparation;Preparation Steps;14;78;21
Ähm Kannst du trotzdem mal nachschauen was das genau heißen könnte?;competence;Cooking technique;Cooking technique - Ingredient;14;80;22
Mhm;competence;Cooking technique;Cooking technique - Next Step;14;82;23
Ok. dann mach ich jetzt sonst nichts mehr. Ähm wie dünn sollten die Scheiben nochmal sein?;fact;Ingredient;Ingredient - Texture,Appearance;14;84;24
Steht da irgendwas dazu was ich mit den ANsatzscheiben machen soll also weil die ja immer kleiner werden.;competence;Preparation;Preparation of Ingredient;14;86;25
Ok. Ähm Wie war das mit dem Salzen und einlegen?;competence;Preparation;Preparation Steps;14;90;26
War das ein Teller oder;competence;Preparation;Preparation Steps;14;90;27
Ok. Gut. Ähm Was kommt als nächstes?;competence;Preparation;Preparation Steps;14;92;28
Ok. Ähm Hast du auch einen Timer integriert?;fact;Miscellaneous;System Abilities;14;94;29
Ok. Super. Ok. Was kommt als nächstes.;competence;Preparation;Preparation Steps;14;98;30
Wie lang denn im Ofen?;fact;Time;Roasting Time;14;100;31
Ähm kannst du mir mal das ganze Rezept vorlesen?;competence;Preparation;Preparation Steps;14;110;32
Mhm;competence;Preparation;Preparation Steps;14;114;33
darf ich das Rezept abwandeln?;fact;Miscellaneous;Question regarding experiment;14;116;34
Ok. So. Zwei Schalotten. Schalotten sind diese kleinen Zwiebeln oder? Also SO ungefähr.;fact;Knowledge;Knowledge Ingredient;14;118;35
Ok. Dann Geh ich jetzt einfach mal davon aus dass eine halbe Zwiebel ungefähr zwei Schalotten entspricht?;fact;Amount;Amount of Ingredient after Substitution;14;120;36
Gut. Was ist der nächste Schritt?;competence;Preparation;Preparation Steps;14;130;37
Ok Ich weiß nicht ob ich das jetzt mach weil ähm es sind ja eh quasi Kirschtomaten;competence;Cooking technique;Cooking technique - Ingredient;14;132;38
So. Äh steht da irgendwas wie viel Gramm?;fact;Amount;Amount of Ingredients;14;134;39
Gut. Ähm soll ich derweil schon irgendwas mit den Zwiebeln machen? Also was wär dann der nächste Schritt?;competence;Preparation;Preparation Steps;14;136;40
Wahrscheinlich die irgendwie kochen oder?;competence;Preparation;Preparation Steps;14;138;41
Ah ok. Ähm Würdest du schätzen der Topf reicht? Also von der Gesamtmenge her wenn du alles betrachtest?;fact;Equipment;Equipment Size;14;140;42
Wie groß sollen nochmal die Würfel sein?;fact;Ingredient;Ingredient - Texture,Appearance;14;142;43
Ok. Kannst du mir den Teil mit dem Abbrühen nochmal erklären?;competence;Cooking technique;Cooking technique - Ingredient;14;148;44
Kannst du mir noch irgendwie genauer raussuchen wie das mit dem Häuten gehen soll? Weil bei mir löst sich jetzt noch nichts?;competence;Cooking technique;Cooking technique - Ingredient;14;150;45
Mhm?;competence;Cooking technique;Cooking technique - Next Step;14;152;46
Ok;competence;Cooking technique;Cooking technique - Next Step;14;154;47
Ja gut dann;competence;Cooking technique;Cooking technique - Next Step;14;156;48
Ok. Ähm Wie äh wie sollen die Zwiebeln irgendwie glasig sein oder steht da nichts spezielleres dabei.;fact;Ingredient;Ingredient - Texture,Appearance;14;164;49
Wie viel Brühe war das nochmal?;fact;Amount;Amount of Ingredients;14;166;50
Ok. Und Kräuterbrühe jetzt insofern dass man das Thymian Oregano und Salbei mit reintut? oder weil da vorher im in den Zutaten stand ja Gemüsebrühe.;fact;Ingredient;Ingredients in Recipe;14;168;51
Ähm wie viel von den Kräutern nochmal?;fact;Amount;Amount of Ingredients;14;174;52
Ok sagst du mir was ich noch mit den Röllchen machen soll?;competence;Preparation;Further Processing of part of meal;14;176;53
So Nur Olivenöl sonst nichts oder?;fact;Ingredient;Ingredients in Recipe;14;180;54
vielleicht kannst du mal derweil suchen ob du noch ein GURkensalatrezep findest das ich noch nicht kenn Ich mach den normalerweise mit Joghurt aber vielleicht kann man das ja auch mit Crème fraîche machen dann kann ich noch mehr Zutaten von dir verwenden?;fact;Recipe;Recipe Retrieval;14;184;55
Was muss ich DA machen?;competence;Preparation;Preparation Steps;14;190;56
Gurken gehobelt?;fact;Ingredient;Ingredient - Texture,Appearance;14;192;57
Ähm Ok. Ja les einfach mal erst mal alles vor.;competence;Preparation;Preparation Steps;14;194;58
Ok. Ok. Dann bräucht ich nochmal die Zutaten. Das hab ich nicht mitgekriegt.;fact;Ingredient;Ingredients in Recipe;14;196;59
Mhm?;fact;Ingredient;Ingredients in Recipe;14;198;60
Mhm;fact;Ingredient;Ingredients in Recipe;14;204;61
Ok? Mhm?;fact;Ingredient;Ingredients in Recipe;14;206;62
Ok. Steht irgendwas zur Art vom Essig dabei?;fact;Ingredient;Ingredient Type;14;208;63
Ähm Ist noch irgendwas gesagt zu wie lang die Tomaten kochen sollen? Also die Soße?;fact;Time;Cooking Time;14;210;64
Ok. Haben zu dem Gurkensalat irgendwelche Leute was geschrieben? Also halt so;fact;Recipe;Request for Ratings;14;212;65
Ich würde gerne wissen ob das so ein Instant-Couscous ist wie das was was ICH hab.;fact;Ingredient;Ingredient Type;14;216;66
Kann ich da auch einfach meines nehmen? Weil das ist schon offen dann musst du nicht extra eine neue Packung aufmachen.;fact;Miscellaneous;Question regarding experiment;14;218;67
Wie lange stand das nochmal dass das im Backofen dauern soll?;fact;Time;Roasting Time;14;220;68
Ok. Die Auberginen sollt ich ja anbraten.;competence;Preparation;Preparation Steps;14;220;69
Ähm War der Senf beim Salat in Esslöffeln oder in Teelöffeln.;fact;Amount;Amount Unit;14;222;70
War da noch irgendwas anderes in Löffeln gemessen?;fact;Amount;Amount Unit;14;224;71
Was und du hattest gesagt ein Esslöffel Essig?;fact;Amount;Amount of Ingredients;14;228;72
Was und du hattest gesagt ein Esslöffel Essig?;fact;Amount;Amount of Ingredients;14;228;73
Und wie viel Öl?;fact;Amount;Amount of Ingredients;14;230;74
Beim Salat waren noch Salz und Pfeffer drin oder?;fact;Ingredient;Ingredients in Recipe;14;232;75
Beim Salat waren noch Salz und Pfeffer drin oder?;fact;Ingredient;Ingredients in Recipe;14;232;76
Und Schnittlauch noch.;fact;Ingredient;Ingredients in Recipe;14;234;77
Ach Mist Zwiebeln waren noch im Gurkensalat oder?;fact;Ingredient;Ingredients in Recipe;14;236;78
Ach Mist Zwiebeln waren noch im Gurkensalat oder?;fact;Ingredient;Ingredients in Recipe;14;236;79
Ok. Vielleicht kann ich schon irgendwas für die Füllung von den Auberginen vorbereiten? Was war da denn zu tun?;competence;Preparation;Preparation Steps;14;238;80
Mhm;competence;Preparation;Preparation Steps;14;240;81
Die Tomaten waren wahrscheinlich kleingeschnitten oder?;fact;Ingredient;Ingredient - Texture,Appearance;14;242;82
Die Tomaten waren wahrscheinlich kleingeschnitten oder?;fact;Ingredient;Ingredient - Texture,Appearance;14;242;83
Kannst du vielleicht nach einer nach einem Ersatz für Olivenpaste suchen?;fact;Ingredient;Ingredient Substitution;14;244;84
Jetzt hab ich gar nicht gefragt ob die Streifen längs oder quer sein sollen.;fact;Ingredient;Ingredient - Texture,Appearance;14;246;85
Jetzt hab ich gar nicht gefragt ob die Streifen längs oder quer sein sollen.;fact;Ingredient;Ingredient - Texture,Appearance;14;246;86
Ok. Ähm Kannst du mir nochmal den Schritt zum Füllen vorlesen?;competence;Preparation;Preparation Steps;14;248;87
Ok. Ähm Kannst du mir nochmal den Schritt zum Füllen vorlesen?;competence;Preparation;Preparation Steps;14;248;88
Steht da irgendwas ob man die längs oder quer aufrollen soll?;competence;Preparation;Preparation of Ingredient;14;250;89
Vom Bild her?;fact;Miscellaneous;Picture Request;14;252;90
Steht da ungefähr wie viel? Ähm Käse beziehungsweise Tomaten da drauf sollen?;fact;Amount;Amount of Ingredients;14;256;91
Und sind die nur in der Mitte oder sind die auch überall.;fact;Ingredient;Ingredient - Texture,Appearance;14;258;92
Und sind die nur in der Mitte oder sind die auch überall.;fact;Ingredient;Ingredient - Texture,Appearance;14;258;93
Hab ich die zu dünn geschnitten? Wenn die jetzt reißt?;fact;Ingredient;Ingredient - Texture,Appearance;14;264;94
Hab ich die zu dünn geschnitten? Wenn die jetzt reißt?;fact;Ingredient;Ingredient - Texture,Appearance;14;264;95
So. Ok. Die müssen jetzt EIgentlich nochmal in Ofen oder?;competence;Preparation;Preparation Steps;14;264;96
Dann brauch Frage wie viel Couscous braucht man für vier Personen?;fact;Amount;Amount of Ingredients;15;6;1
Wie viel waren es?;fact;Amount;Amount of Ingredients;15;12;2
Und wie viel Wasser (?;fact;Amount;Amount of Ingredients;15;14;3
200 Gramm.;fact;Amount;Amount of Ingredients;15;14;4
300 Milliliter.;fact;Amount;Amount of Ingredients;15;16;5
Und dann muss man es einfach äh quellen lassen oder?;competence;Preparation;Preparation Steps;15;16;6
Ok wie lange zehn Minuten oder zwanzig Minuten?;fact;Time;Soaking Time;15;18;7
ZUgedeckt.;competence;Preparation;Preparation Steps;15;20;8
Und den würzt man schon oder;fact;Ingredient;Ingredients in Recipe;15;24;9
Was gehört jetzt alles in das Couscousrezept?;fact;Ingredient;Ingredients in Recipe;15;26;10
Mhm;competence;Preparation;Preparation Steps;15;28;11
Wie viel Milliliter waren es nochmal?;fact;Amount;Amount of Ingredients;15;30;12
Und dann den Gemüsebrühe noch dazu;competence;Preparation;Preparation Steps;15;36;13
Gehört überhaupt Zwiebel rein? Schon oder;fact;Ingredient;Ingredients in Recipe;15;38;14
Schon oder;fact;Ingredient;Ingredients in Recipe;15;38;15
Wie lang braucht Spargel?;fact;Time;Cooking Time;15;42;16
Beziehungsweise wie bereitet man den am besten zu?;competence;Cooking technique;Cooking technique - Ingredient;15;42;17
Spargel schälen oder?;competence;Cooking technique;Cooking technique - Reassurance;15;48;18
Kommt da Salz ins Wasser oder einfach so kochen.;fact;Ingredient;Ingredients in Recipe;15;50;19
Kommt da Salz ins Wasser oder einfach so kochen.;fact;Ingredient;Ingredients in Recipe;15;50;20
Was Salz Zucker und Butter.;fact;Ingredient;Ingredients in Recipe;15;52;21
Ok Wie viel Salz?;fact;Amount;Amount of Ingredients;15;54;22
Ok. Zucker war Esslöffel.;fact;Amount;Amount of Ingredients;15;56;23
Ok. Zucker war Esslöffel.;fact;Amount;Amount of Ingredients;15;56;24
Und Wie viel Butter?;fact;Amount;Amount of Ingredients;15;58;25
Ah haben wir schon gesagt zehn Minuten fünfzehn Minuten.;fact;Time;Cooking Time Reassurance;15;62;26
So wie lang braucht der Spargel?;fact;Time;Cooking Time;15;62;27
Also soll weiterkochen ok.;competence;Preparation;Preparation Steps;15;64;28
Dann würd ich einfach so gebratenes GeMÜse dazumachen;competence;Preparation;Preparation Steps;15;68;29
Die Zwiebel und die Paprika quasi;competence;Preparation;Preparation Steps;15;70;30
Also in Würfel schneiden oder?;fact;Ingredient;Ingredient - Texture,Appearance;15;78;31
Also in Würfel schneiden oder?;fact;Ingredient;Ingredient - Texture,Appearance;15;78;32
Stand da bei Chefkoch;fact;Recipe;Request for Information Source;15;80;33
Welches Öl kommt denn rein in den Salat?;fact;Ingredient;Ingredient Type;15;82;34
Pflanzenöl Also ist das egal welches?;fact;Ingredient;Ingredient Type;15;84;35
Tomaten kommen auch rein oder?;fact;Ingredient;Ingredients in Recipe;15;86;36
So wie viele Eier wie viel Mehl?;fact;Amount;Amount of Ingredients;15;96;37
So welche Gewürze müssen denn rein?;fact;Ingredient;Ingredients in Recipe;15;96;38
Schnittlauch hab ich nicht.;fact;Ingredient;Ingredient Substitution;15;98;39
Jetzt noch gesalzen und gepfeffert?;competence;Preparation;Preparation Steps;15;102;40
Wie lang muss man so Paprika eigentlich grillen?;fact;Time;Broiling Time;15;104;41
Also hier braten?;fact;Time;Roasting Time;15;106;42
Ok. Was würde man denn für Hummus brauchen?;fact;Ingredient;Ingredients in Recipe;15;108;43
Für was könnte man Sesampaste ersetzen?;fact;Ingredient;Ingredient Substitution;15;110;44
Also wie gehe ich vor?;competence;Preparation;Preparation Steps;15;118;45
Mhm;competence;Preparation;Preparation Steps;15;120;46
Dann Knoblauch herschneiden?;competence;Preparation;Preparation Steps;15;122;47
Dann Knoblauch herschneiden?;competence;Preparation;Preparation Steps;15;124;48
Wie viel?;fact;Amount;Amount of Ingredients;15;126;49
Und dann?;fact;Ingredient;Ingredients in Recipe;15;128;50
Knoblauch auch rein?;fact;Ingredient;Ingredient addition point in time;15;130;51
Ich würd fast sogar noch ein bisschen Crème fraîche reintun. Das steht nicht dort oder?;fact;Ingredient;Ingredients in Recipe;15;132;52
Und dann?;competence;Preparation;Preparation Steps;15;136;53
Einfach ein bisschen Zitronensaft?;competence;Preparation;Preparation Steps;15;138;54
Und Gewürze?;fact;Ingredient;Ingredients in Recipe;15;142;55
Koriander?;fact;Ingredient;Ingredients in Recipe;15;146;56
Koriander?;fact;Ingredient;Ingredients in Recipe;15;146;57
Hm. Also. Koriander ein halber Teelöffel;fact;Amount;Amount of Ingredients;15;148;58
Hm. Also. Koriander ein halber Teelöffel;fact;Amount;Amount of Ingredients;15;148;59
Koriander Kümmel Paprika Und Chili oder?;fact;Ingredient;Ingredients in Recipe;15;148;60
Koriander Kümmel Paprika Und Chili oder?;fact;Ingredient;Ingredients in Recipe;15;148;61
So. Und dann einfach mischen oder?;competence;Preparation;Preparation Steps;15;154;62
Muss man den dann noch ziehen lassen oder ist der dann quasi fertig.;competence;Preparation;Preparation finished reassurance;15;156;63
Und dann in Kühlschrank.;competence;Preparation;Preparation Steps;15;158;64
Für?;fact;Time;Soaking Time;15;160;65
Eine Stunde oder so wahrscheinlich.;fact;Time;Soaking Time;15;164;66
So Tomaten noch Dann würd ich noch Mozzarella reinmachen?;competence;Preparation;Preparation Steps;15;172;67
So. Ähm Hatten wir an Kräutern Petersilie und Oregano oder?;fact;Ingredient;Ingredients in Recipe;15;174;68
So. Ähm Hatten wir an Kräutern Petersilie und Oregano oder?;fact;Ingredient;Ingredients in Recipe;15;174;69
Den wahrscheinlich auch würfeln;fact;Ingredient;Ingredient - Texture,Appearance;15;174;70
Den wahrscheinlich auch würfeln;fact;Ingredient;Ingredient - Texture,Appearance;15;174;71
Da sind aber keine Mengenangaben dabei oder?;fact;Amount;Amount of Ingredients;15;176;72
Sonst noch Salz Pfeffer?;fact;Ingredient;Ingredients in Recipe;15;178;73
Mhm. Wie viel Öl? Steht das da?;fact;Amount;Amount of Ingredients;15;182;74
kein Essig oder so?;fact;Ingredient;Ingredients in Recipe;15;184;75
Ah jetzt hab ich bei dem Hummus glaub ich das Sesamöl vergessen das kommt noch rein oder?;fact;Ingredient;Ingredients in Recipe;15;186;76
Ah jetzt hab ich bei dem Hummus glaub ich das Sesamöl vergessen das kommt noch rein oder?;fact;Ingredient;Ingredients in Recipe;15;186;77
Wie viel kommt da rein?;fact;Amount;Amount of Ingredients;15;190;78
Etwas. Ok. Also wahrscheinlich sehr wenig weil es voll intensiv ist.;fact;Amount;Amount of Ingredients;15;192;79
Ok. Was passiert mit saurer Sahne wenn man sie erhitzt?;fact;Knowledge;Knowledge Ingredient;16;2;1
Ok. Wird Bulgur in Wasser gekocht;competence;Cooking technique;Cooking technique - Ingredient;16;6;2
Mhm;competence;Preparation;Preparation Steps;16;8;3
Wie ist das Verhältnis von Bulgur zu erhitztem Wasser?;fact;Amount;Ratio;16;12;4
Mhm;competence;Preparation;Preparation Steps;16;14;5
Wie lange braucht der Bulgur dann wenn er mit dem heißen Wasser in Kontakt kommt bis er fertig ist?;fact;Time;Cooking Time;16;18;6
Wie werden Kichererbsen zubereitet?;competence;Cooking technique;Cooking technique - Ingredient;16;20;7
Wie lautet der Rezeptvorschlag ähm Kichererbsen Paprika irgendwas?;fact;Recipe;Recipe Retrieval;16;26;8
Kann man Kichererbsen irgendwie mit saurer Sahne kombinieren;fact;Ingredient;Ingredient composition;16;28;9
Äh bitte die Kichererbsenpaprikasuppe;fact;Recipe;Recipe Summary;16;30;10
Ähm Bitte nochmal das äh die Zutaten für die Suppe vorlesen.;fact;Ingredient;Ingredients in Recipe;16;32;11
Ähm Wie ist der erste Schritt des Rezepts?;competence;Preparation;Preparation Steps;16;34;12
Ja?;competence;Preparation;Preparation Steps;16;36;13
Also ist ja auch ok wenn ich mir so irgendwas überlege oder?;fact;Miscellaneous;Question regarding experiment;16;38;14
Ähm lies doch nochmal äh das Rezept da von der von der Suppe vor also den den Anfang;competence;Preparation;Preparation Steps;16;44;15
Was stand da am Anfang die Kichererbsen 60 Minuten?;fact;Time;Cooking Time;16;50;16
Bitte nochmal zum zum ersten Schritt.;competence;Preparation;Preparation Steps;16;60;17
Dann?;competence;Preparation;Preparation Steps;16;60;18
Und dann.;competence;Preparation;Preparation Steps;16;60;19
Die Kichererbsen werden gekocht?;competence;Preparation;Preparation Steps;16;60;20
Wie schneidet man am besten Tomaten Längs quer gewürfelt;competence;Cooking technique;Cooking technique - Ingredient;16;62;21
Wie lang stand da dass der braucht bis er das Wasser absorbiert hat?;fact;Time;Preparation Time;16;66;22
Lies bitte den nächsten Schritt vor wenn die Zutaten goldgelb angedünstet sind;competence;Preparation;Preparation Steps;16;68;23
Und was war als Mengenangabe zur Gemüsebrühe ähm angegeben?;fact;Amount;Amount of Ingredients;16;70;24
Steht was wie viel äh Teelöffel Gemüsebrühe man;fact;Amount;Amount of Ingredients;16;74;25
Im Rezept stand äh Paprika Zwiebel und Knoblauch. Richtig?;fact;Ingredient;Ingredients in Recipe;16;78;26
Im Rezept stand äh Paprika Zwiebel und Knoblauch. Richtig?;fact;Ingredient;Ingredients in Recipe;16;78;27
Brauch ich das Wasser von den Kichererbsen äh wo die drin schwimmen später noch?;fact;Ingredient;Ingredients in Recipe;16;82;28
Wie war der Schritt nach dem Andünsten;competence;Preparation;Preparation Steps;16;84;29
Ähm Mein Sprachassistent äh kann auch die Zeit messen oder?;fact;Miscellaneous;System Abilities;16;96;30
Lies mal gleich noch vor wie es dann weitergeht wenn wir diesen Topf wieder aufmachen;competence;Preparation;Preparation Steps;16;100;31
Jetzt die Wie waren die letzten Arbeitsschritte dir restliche Brühe dazugeben?;competence;Preparation;Preparation Steps;16;108;32
Dann wie ist es weiter? verfeinern mit;competence;Preparation;Preparation Steps;16;110;33
verfeinern mit;competence;Preparation;Preparation Steps;16;110;34
Dann Ist die Suppe fertig.;competence;Preparation;Preparation Steps;16;112;35
Dann Ist die Suppe fertig.;competence;Preparation;Preparation finished reassurance;16;112;36
Oder war noch was mit;competence;Preparation;Preparation finished reassurance;16;114;37
Ok Alex. Was könnte man mit einem Spargel machen?;fact;Recipe;Recipe Retrieval;17;1;1
Was braucht man für Sauce Hollandaise alles?;fact;Ingredient;Ingredients in Recipe;17;3;2
Was kann man mit Kartoffeln machen? Oder ja was wird da empfohlen. So was sind da so norMAle Gerichte sag ich mal;fact;Recipe;Recipe Retrieval;17;5;3
Ok Was war das ganz erste?;fact;Recipe;Recipe Retrieval;17;7;4
Ich mein ich mein das von davor;fact;Recipe;Recipe Retrieval;17;9;5
Ok Was braucht man alles dafür?;fact;Ingredient;Ingredients in Recipe;17;11;6
Ok. Was war das zweite?;fact;Ingredient;Ingredients in Recipe;17;13;7
Was waren die anderen Dinger nochmal? Hab ich vergessen;fact;Recipe;Recipe Retrieval;17;15;8
Mhm;fact;Recipe;Recipe Retrieval;17;17;9
Schau mal was man mit- Gibt es etwas man mit Kartoffeln und Bohnen machen könnte?;fact;Recipe;Recipe Retrieval;17;19;10
Mhm Was braucht man da alles?;fact;Ingredient;Ingredients in Recipe;17;23;11
Ok was könnte man allgemein mit so Kidneybohnen machen?;fact;Recipe;Recipe Retrieval;17;25;12
Mhm Ok. Was ist das?;fact;Knowledge;Knowledge Ingredient;17;27;13
Wie so Süßkartoffeln quasi;fact;Ingredient;Ingredient Comparison;17;31;14
Ok Gibt es da irgendwas. Was man mit dem macht Oder was macht man mit dem.;fact;Recipe;Recipe Retrieval;17;33;15
Was kann man mit den Freunden hier? also mit den Süßkartoffeldingern den Tomaten mit den Bohnen und den Kartoffeln machen.;fact;Recipe;Recipe Retrieval;17;35;16
Genau. Was war nochmal das Erste? Das erste und das zweite? Sorry.;fact;Recipe;Recipe Retrieval;17;39;17
Mhm Was braucht man dafür alles.;fact;Ingredient;Ingredients in Recipe;17;41;18
Mhm Ok. Was macht man denn aus Weizengrütze. Da hab ich überhaupt kein plan was die so tut;fact;Recipe;Recipe Retrieval;17;43;19
Mhm;fact;Recipe;Recipe Retrieval;17;45;20
Mhm;fact;Recipe;Recipe Retrieval;17;47;21
Mhm;fact;Recipe;Recipe Retrieval;17;49;22
Ok Gut. Was könnte man denn aus Papirka und Kartoffeln machen?;fact;Recipe;Recipe Retrieval;17;51;23
Mhm;fact;Recipe;Recipe Retrieval;17;53;24
Was bräuchte man alles für die Kartoffelpaprikapfanne?;fact;Ingredient;Ingredients in Recipe;17;55;25
Hm. Ja ok das wird wohl auch nicht;fact;Recipe;Recipe Retrieval;17;57;26
Und was war das nochmal?;fact;Ingredient;Ingredients in Recipe;17;59;27
Mhm Ähm Ich glaube das habe ich jetzt schon mal gefragt was kann man aus den drei Freunden hier machen? Also irgendwie Kartoffeln Süßkartoffeldings hm Bohnen?;fact;Recipe;Recipe Retrieval;17;61;28
Mhm Was käme da alles rein?;fact;Ingredient;Ingredients in Recipe;17;63;29
